,Age,log_price,log_arrival_delays,Gender_Male,Customer Type_Premium,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Satisfaction
319,27.0,5.5959002636770805,0.0,0,0,2,4,2,4,1,2,2,4,2,0
320,47.0,3.821660565347755,0.0,0,1,4,4,5,5,5,5,5,5,5,1
321,34.0,4.3255885495701785,0.0,1,1,1,1,1,4,4,4,2,4,1,1
322,58.0,5.2432802306181285,0.0,0,1,5,5,3,5,5,4,5,5,4,1
323,21.0,3.912023005428146,0.0,1,1,3,2,4,3,3,2,2,3,4,0
324,43.92341907824223,2.7040421797046714,0.0,1,1,4,5,5,5,3,4,5,5,5,0
325,29.0,2.995732273553991,0.0,1,0,4,3,1,4,5,4,3,4,1,1
326,25.0,4.126811752359602,0.0,0,0,0,1,1,5,5,5,3,4,1,0
327,53.0,4.757805432411685,0.0,1,1,3,3,5,4,4,4,5,4,1,1
328,63.0,4.089834406744215,0.6931471805599453,0,1,2,4,1,1,5,4,2,4,1,0
329,47.0,4.556190003766373,0.0,0,1,4,1,1,5,4,5,3,4,1,0
330,38.0,3.9203879217597737,0.0,0,0,4,3,1,2,2,3,1,1,1,0
331,27.0,4.117246955439405,0.0,0,0,3,5,2,1,2,3,3,1,2,0
332,49.0,4.514917197010529,0.0,1,1,5,5,2,5,5,5,3,5,4,1
333,47.0,4.014760082879258,0.0,0,1,4,4,3,1,2,1,4,1,1,0
334,18.0,3.7338528197566676,0.0,0,1,1,3,3,2,2,2,2,3,3,0
335,47.0,3.0301337002713233,0.0,0,1,3,3,5,5,5,5,5,5,5,1
336,49.0,3.4278393126085764,0.0,0,1,5,1,1,4,3,5,3,4,1,0
337,59.0,4.693455750855452,0.0,1,1,4,3,2,1,2,1,4,1,3,0
338,45.0,3.8366526984033693,0.0,1,0,3,3,5,4,5,2,1,3,5,0
339,26.0,4.927326146299949,0.6931471805599453,0,1,1,1,5,3,3,5,5,5,5,1
340,64.0,4.736549264044472,0.0,1,0,3,4,5,2,5,4,2,4,5,0
341,44.0,5.910335833276507,0.6931471805599453,1,1,1,1,5,2,2,1,4,2,2,0
342,23.0,3.9849016508407185,0.0,0,0,3,2,5,4,5,5,4,5,5,0
343,46.0,4.073461351305676,0.0,0,1,1,5,4,4,4,1,5,1,4,1
344,67.0,2.631888840136646,0.0,0,1,1,1,5,4,4,3,1,4,4,0
345,55.0,4.598346960639966,0.0,0,1,4,3,4,3,5,4,1,4,4,0
346,43.92341907824223,4.3357208817973705,0.0,1,1,5,4,3,3,2,4,3,5,3,0
347,51.0,1.1019400787607843,0.0,0,1,5,4,1,5,3,5,5,5,1,0
348,47.0,2.9090844668283187,0.0,1,1,1,1,4,4,4,4,3,4,4,1
349,44.0,4.048475128563646,0.0,1,1,2,3,4,3,3,5,4,3,4,0
350,43.0,4.056988775678332,0.0,1,1,5,3,5,2,4,2,4,2,5,0
351,22.0,3.9869449319454056,0.0,1,0,0,3,5,2,3,4,4,2,5,0
352,46.0,5.582518387163162,0.0,0,1,1,1,3,3,3,3,5,3,5,1
353,66.0,4.187986684925728,0.0,1,1,4,3,2,4,1,4,4,4,2,0
354,62.0,4.270955399408094,0.0,0,1,4,1,4,2,3,1,4,2,4,0
355,60.0,5.571012696691494,0.0,0,1,1,1,1,2,1,2,1,2,1,0
356,52.0,5.202412009660965,0.0,0,1,4,4,5,5,5,5,4,5,4,1
357,43.9097214811653,4.372859746849064,0.0,0,1,4,3,1,4,2,5,3,5,1,0
358,20.0,4.631227720307381,0.0,0,0,3,4,2,4,2,4,3,3,2,0
359,50.0,5.871695164970992,0.0,0,1,3,3,2,5,5,5,3,5,3,1
360,31.699850778085697,4.159195534541717,0.0,1,0,4,4,5,3,5,5,3,4,5,0
361,27.0,4.087991088249925,0.0,0,0,5,1,1,3,4,4,4,5,1,1
362,49.0,4.683056724645162,0.0,0,1,1,1,3,5,5,5,4,5,4,1
363,65.0,3.0243197304059035,0.6931471805599453,1,1,1,1,4,5,5,5,1,5,3,1
364,43.92341907824223,3.675794214565281,0.0,1,1,4,4,2,5,5,5,4,4,2,1
365,26.0,4.836678653633929,0.0,0,1,1,1,4,4,5,5,4,4,4,1
366,57.0,3.808216836702557,0.0,1,1,2,2,2,4,4,4,4,4,3,1
367,50.0,4.3987608336650466,0.0,1,1,4,1,4,5,3,5,5,5,2,0
368,22.0,4.412555839708705,0.0,1,1,2,3,4,3,2,3,1,4,4,0
369,43.9097214811653,4.348599108561364,0.0,0,1,4,4,4,1,1,3,1,4,4,0
370,33.0,4.9528649283460435,0.0,0,0,2,3,4,1,2,2,2,4,4,0
371,51.0,4.570164576789276,0.0,1,1,5,5,4,4,4,4,3,4,5,1
372,43.0,5.454337726005947,0.0,0,1,4,1,3,2,5,5,3,5,3,0
373,27.0,3.654288009344317,0.0,0,0,3,4,2,4,4,4,2,4,2,0
374,65.0,3.1871787381249463,0.0,1,1,1,1,5,3,3,3,3,3,2,0
375,66.0,2.770711962226921,0.0,0,1,3,5,5,2,4,4,2,4,5,1
376,20.0,5.816337050894268,1.0986122886681098,1,1,3,3,3,4,3,3,3,1,3,0
377,31.699850778085697,3.0267463270831603,0.0,1,0,5,1,3,5,4,5,4,4,3,1
378,57.0,5.5326777730674115,0.0,0,1,4,4,3,1,2,1,4,1,2,0
379,23.0,4.482550472440181,0.0,0,1,4,4,3,3,4,2,4,3,3,0
380,49.0,5.6233313502585744,0.0,0,1,4,4,5,5,5,5,5,5,4,1
381,54.0,3.0007198150650303,0.0,1,1,4,5,2,5,2,3,4,5,5,0
382,66.0,5.432148714181557,0.0,1,1,2,2,3,3,2,3,2,3,3,0
383,21.0,4.077028840012413,0.0,1,1,4,1,4,5,3,3,1,5,4,0
384,46.0,5.624558875865814,0.0,0,1,5,1,4,3,3,3,3,3,5,1
385,54.0,4.334803991301542,0.0,1,1,4,2,5,3,1,3,4,3,5,0
386,32.0,4.555874894263214,0.0,1,1,5,1,2,3,4,5,5,4,2,0
387,27.0,5.216022123821206,0.0,1,1,3,3,4,1,2,4,1,3,4,0
388,55.0,5.842848522779199,0.0,1,1,5,5,3,4,5,4,4,4,5,1
389,24.0,5.1800404589569835,0.0,1,1,4,4,2,1,5,2,1,3,2,0
390,24.0,5.145690525089121,0.0,1,1,5,3,2,3,4,3,5,5,2,0
391,31.667574931880107,4.217888748313555,0.0,0,0,2,4,2,2,4,4,2,4,2,0
392,37.0,3.367295829986474,0.0,0,1,4,5,4,4,2,4,5,5,4,0
393,49.0,4.827833622065424,0.0,0,1,4,4,3,4,4,4,5,4,3,1
394,39.0,4.995521656286208,0.6931471805599453,1,1,4,4,4,1,3,1,4,4,4,1
395,38.0,4.277221520307755,0.6931471805599453,0,0,4,3,2,4,2,4,2,3,2,0
396,42.0,4.046553898385752,0.0,0,1,3,3,4,3,1,5,5,5,4,1
397,21.0,4.128101659020234,0.0,1,0,4,4,2,3,2,3,3,4,2,0
398,55.0,5.374907968709749,0.0,0,1,1,1,5,1,1,1,4,1,3,0
399,75.0,4.302036008977389,0.0,0,1,2,4,5,3,4,3,5,5,5,1
400,22.0,4.5424433560797866,0.0,1,0,2,4,1,3,3,4,3,5,1,1
401,23.0,3.8965031937701093,0.0,0,0,0,4,2,5,2,4,5,3,2,0
402,41.0,5.97013876039323,0.0,1,1,2,2,4,2,2,2,2,2,3,0
403,41.0,5.393218371742757,0.0,1,1,5,1,4,5,5,5,3,5,4,1
404,60.0,2.449279472144849,0.0,1,1,4,4,2,2,2,1,3,2,2,0
405,31.0,4.7825629495452935,0.6931471805599453,0,1,5,1,5,5,2,5,3,4,5,0
406,42.0,4.113329862133181,0.0,0,1,4,1,1,3,5,4,5,5,1,0
407,42.0,5.492649836008127,0.0,1,1,4,4,1,5,5,5,1,5,5,1
408,42.0,5.289024319636444,0.0,0,1,5,5,5,4,4,4,5,4,4,1
409,43.92341907824223,5.20285217472997,0.0,1,1,5,2,3,3,4,4,3,4,3,0
410,28.0,3.1570004211501135,0.0,1,1,4,2,2,5,3,5,5,5,2,0
411,58.0,5.95069463456477,0.0,0,1,5,5,4,5,4,5,2,5,4,1
412,43.9097214811653,5.294259143087182,0.0,0,1,2,3,4,1,3,4,4,3,4,0
413,19.0,3.4339872044851463,0.0,0,0,4,3,1,2,2,3,4,4,1,0
414,40.0,5.989111781524385,0.0,0,1,5,1,5,4,4,4,3,4,4,1
415,52.0,5.06543908613693,0.0,0,1,2,2,1,4,4,4,2,4,1,0
416,59.0,4.853435526076081,0.0,1,1,2,2,5,4,4,4,2,4,1,1
417,43.0,5.668017118209458,0.0,0,1,3,3,5,4,3,4,5,5,5,1
418,46.0,4.995183189537334,0.0,1,0,4,4,3,3,1,4,5,2,3,0
419,35.0,5.959070479296978,0.0,0,1,2,2,2,4,4,4,5,4,3,1
420,28.0,3.901366425239617,0.0,1,1,5,5,4,2,4,5,5,1,4,1
421,52.0,5.61119192663184,0.6931471805599453,0,1,1,2,3,3,3,3,2,4,2,0
422,37.0,4.60487014097909,0.0,1,0,2,3,5,4,5,3,2,3,5,0
423,48.0,3.9884283366305513,0.0,1,1,2,3,2,4,4,4,2,4,1,0
424,42.0,3.3214324131932926,0.6931471805599453,0,0,5,4,2,1,1,3,5,5,2,1
425,41.0,5.176488658182903,0.0,1,1,3,3,4,4,5,4,4,4,3,1
426,26.0,5.97678228832184,0.6931471805599453,0,1,5,1,2,3,4,5,2,3,2,0
427,27.0,4.256321678298823,0.0,1,1,5,2,4,3,5,5,4,4,4,0
428,37.0,5.338883328294698,0.0,0,1,4,4,2,4,4,4,1,4,5,1
429,64.0,5.770474924423112,0.0,1,1,1,1,2,4,4,4,5,4,3,1
430,31.699850778085697,4.848743618813809,0.0,1,0,2,2,2,3,2,4,5,5,2,0
431,37.0,3.719408659148759,0.0,0,0,2,4,1,4,3,5,3,5,1,0
432,48.0,3.5251833614431467,0.0,0,1,3,3,4,4,4,4,4,4,5,1
433,22.0,5.353373572296115,0.0,0,1,1,1,3,2,2,2,4,4,3,0
434,56.0,3.351656936102019,0.0,1,1,5,5,2,4,4,4,5,4,3,1
435,43.92341907824223,5.364994224812317,0.0,1,1,4,4,1,2,2,3,1,4,1,0
436,50.0,5.91420546156103,0.0,0,1,1,1,3,3,3,3,5,3,5,1
437,52.0,5.294510128205083,0.0,1,1,3,3,4,5,5,5,4,5,3,1
438,30.0,4.813971375586425,0.0,0,0,3,4,1,3,3,4,3,4,1,0
439,30.0,0.7371640659767196,0.0,1,1,4,4,3,4,4,4,2,3,3,0
440,61.0,3.379973745210529,0.0,0,1,4,4,2,2,5,3,1,3,2,0
441,21.0,4.35208275830081,0.0,1,1,4,3,4,5,5,4,4,4,4,0
442,59.0,5.988434962547617,0.0,1,1,4,2,5,3,3,3,3,3,1,0
443,52.0,5.973606028806669,0.0,1,1,4,4,5,5,5,5,4,5,4,1
444,39.0,4.23685634351072,0.0,1,1,1,4,1,1,5,3,3,3,1,0
445,68.0,3.721104601408673,0.0,0,1,1,4,3,2,2,3,2,3,3,0
446,43.9097214811653,4.5191764728211155,0.6931471805599453,0,1,1,2,1,2,2,2,3,2,1,0
447,66.0,4.915665056505029,0.0,1,1,3,3,4,3,4,3,5,3,2,0
448,51.0,5.946859363677861,0.0,0,1,2,2,3,4,4,4,4,4,5,1
449,50.0,3.962525987601253,0.6931471805599453,0,1,4,4,2,4,2,2,3,5,2,1
450,20.0,4.852811208902689,0.0,0,1,2,4,1,4,1,3,1,4,1,0
451,44.0,3.3575937441800234,0.0,0,1,5,5,1,2,4,2,4,1,1,0
452,62.0,3.4081729953985804,0.0,1,1,1,4,3,3,4,3,4,3,3,0
453,43.92341907824223,5.066448358915468,0.0,1,1,5,1,5,3,2,4,4,5,5,0
454,39.0,2.495681722955959,0.0,1,1,5,1,2,3,3,5,4,4,2,1
455,47.0,3.732178378509084,0.0,0,1,4,2,5,3,2,4,5,5,5,0
456,38.0,4.8365199738494,0.0,1,0,2,3,2,1,3,3,1,3,2,0
457,41.0,5.59031511306742,0.0,1,1,2,4,3,5,5,5,5,5,4,1
458,47.0,4.7336513476366315,0.0,1,1,5,5,5,4,4,4,3,4,5,1
459,39.0,2.785011242238338,0.0,1,0,1,1,2,4,4,5,5,4,2,0
460,31.0,3.092858984284714,0.0,1,1,5,4,4,1,2,1,2,3,4,0
461,41.0,4.751259891859986,0.0,0,1,5,4,5,2,3,4,1,2,5,0
462,47.0,5.552998343860403,0.0,1,1,2,2,5,4,4,4,4,4,5,1
463,24.0,4.196299284745094,0.0,0,0,4,3,3,4,1,4,2,4,3,0
464,63.0,3.9267145541711357,0.6931471805599453,1,1,4,2,2,5,5,5,4,4,4,0
465,49.0,5.016484818885147,0.0,0,1,4,4,4,4,4,4,4,4,5,1
466,51.0,1.1600209167967532,0.6931471805599453,0,1,4,4,2,1,5,4,2,5,2,1
467,53.0,5.072106616184357,0.0,0,1,4,4,5,2,2,2,4,2,4,1
468,43.92341907824223,1.2892326482767593,0.0,1,1,3,3,4,1,5,4,1,2,4,0
469,43.9097214811653,5.3874722778589295,0.0,0,1,3,2,1,5,2,5,5,1,5,0
470,53.0,5.601417467978173,0.0,0,1,5,5,4,4,4,4,1,4,2,0
471,20.0,3.9431340004531985,0.0,0,1,5,2,2,5,3,4,5,4,2,0
472,54.0,3.3575937441800234,0.0,0,1,4,4,4,3,5,4,5,5,4,1
473,30.0,4.36373536470163,0.0,1,0,1,4,3,3,4,4,1,3,3,0
474,57.0,2.758109400974947,0.0,1,1,1,1,2,4,3,4,1,4,1,0
475,69.0,2.3664984187376983,0.0,0,1,1,3,3,4,3,2,2,3,3,0
476,38.0,4.86151637813002,0.0,1,0,4,3,3,1,2,3,1,3,3,0
477,40.0,4.450619426139493,1.3862943611198906,0,1,5,5,2,4,4,4,2,2,2,0
478,42.0,5.914934413118033,0.0,0,1,4,4,4,4,4,4,5,4,4,1
479,52.0,4.932817886382919,0.0,0,1,4,4,5,3,3,5,4,3,5,1
480,53.0,3.72834052299485,0.0,0,1,4,4,1,2,3,3,2,3,1,0
481,71.0,2.6026896854443837,0.0,1,1,4,4,4,3,3,3,2,3,1,0
482,19.0,5.301562096712925,0.0,0,0,3,3,2,2,1,4,4,3,2,0
483,44.0,4.107918682249219,0.0,0,1,2,2,4,5,1,3,5,3,4,1
484,40.0,4.885525483053412,0.0,1,1,1,2,3,2,5,2,1,2,3,0
485,34.0,5.317286313095639,0.0,0,1,1,1,2,5,5,5,4,5,4,1
486,38.0,3.9915732841861553,0.6931471805599453,0,1,1,1,5,3,4,4,1,2,5,1
487,21.0,1.728109442151599,0.0,1,1,5,2,2,3,1,2,1,3,2,0
488,39.0,3.4989288701554906,1.0986122886681098,1,1,1,1,5,4,4,4,5,4,5,1
489,31.0,3.6033215657522897,0.0,1,1,0,2,3,1,2,3,1,2,3,1
490,57.0,5.796543954737512,0.0,0,1,4,4,3,5,5,5,3,5,4,1
491,51.0,5.164271555918972,0.0,0,1,4,4,2,4,4,4,4,4,5,1
492,50.0,4.533566767128399,0.0,1,1,5,5,4,4,4,4,3,4,5,1
493,25.0,5.86041578449145,0.0,0,1,5,5,5,3,5,5,1,1,5,1
494,63.0,4.531954123656832,0.0,0,1,4,5,5,3,4,5,3,5,5,0
495,46.0,4.862367277427153,0.0,1,1,5,5,4,4,4,4,5,4,4,1
496,52.0,4.4520190064939165,0.0,0,1,3,3,2,5,5,5,4,5,5,1
497,63.0,4.052827882019167,0.0,0,1,3,3,2,2,4,3,1,4,2,0
498,25.0,5.244283478055551,0.0,1,0,0,2,2,5,2,3,5,5,2,1
499,58.0,4.914564825345522,0.0,1,1,1,1,2,4,4,4,4,4,4,1
500,22.0,4.981755594545605,0.0,1,1,4,3,4,2,4,4,1,3,4,0
501,28.0,5.837905358981679,0.0,1,1,3,3,1,1,5,4,3,3,1,0
502,28.0,4.632590781564083,0.6931471805599453,0,1,4,3,3,4,3,5,3,5,3,0
503,48.0,5.5845108315733585,0.0,1,1,2,5,1,4,4,4,5,4,3,1
504,21.0,3.5322256440685598,0.0,1,0,0,5,1,5,5,5,3,4,1,1
505,59.0,5.2077907273484785,0.0,1,1,1,1,5,4,4,4,5,4,3,1
506,21.0,3.4210000089583352,0.6931471805599453,1,0,0,3,3,5,1,2,3,2,3,0
507,34.0,3.5476038667559826,0.0,1,1,4,4,3,4,4,5,4,4,5,1
508,53.0,5.437992348620519,0.0,0,1,1,1,4,3,3,3,2,3,3,0
509,43.0,3.571221410645704,0.0,0,1,2,2,5,1,1,2,5,2,5,1
510,53.0,4.423888088768799,0.0,1,1,1,1,5,4,4,4,1,4,1,1
511,43.9097214811653,5.233672173054505,0.0,0,1,4,4,3,3,1,3,3,3,3,0
512,38.0,4.490095978142626,0.0,0,0,2,2,3,5,4,4,3,4,3,0
513,36.0,4.608863357825709,0.0,0,1,3,3,4,2,2,2,1,2,2,0
514,27.0,2.0412203288596382,0.0,0,0,3,1,1,3,2,4,4,4,1,0
515,64.0,4.751432692966343,0.0,0,1,4,4,1,2,2,2,2,2,3,0
516,43.92341907824223,4.570682255529419,0.0,1,1,4,1,5,4,2,4,5,5,5,0
517,46.0,5.05248076468615,0.0,1,1,4,4,2,3,2,3,4,3,3,1
518,44.0,3.5931942039795284,0.6931471805599453,1,1,1,4,5,4,5,4,4,4,5,1
519,43.92341907824223,5.869861725348733,0.6931471805599453,1,1,1,1,1,4,4,4,1,2,1,0
520,29.0,3.9092190780954117,0.0,1,0,1,3,2,2,3,3,4,3,2,0
521,26.0,5.771409969996787,0.0,1,1,4,4,2,4,4,4,4,4,2,1
522,59.0,5.244916589820922,0.6931471805599453,0,1,4,4,4,5,4,5,3,5,3,1
523,22.0,4.933394213752808,0.0,1,1,4,2,1,5,2,4,3,5,1,0
524,45.0,3.495294705041271,0.0,0,1,5,5,3,3,3,3,1,3,2,1
525,51.0,4.084799149378569,0.0,1,1,2,2,2,2,2,2,3,2,2,0
526,49.0,4.352469082431556,0.0,1,1,4,2,3,2,4,2,5,2,5,0
527,48.0,5.606022630205284,0.0,0,1,4,4,3,4,4,4,5,4,4,1
528,26.0,3.624340932976365,0.0,0,0,4,2,5,5,2,5,4,5,5,1
529,38.0,3.7903072467440495,0.0,1,1,4,4,1,1,1,4,3,4,1,0
530,43.92341907824223,3.9518204753022124,0.0,1,1,3,2,4,5,1,1,3,1,4,0
531,31.699850778085697,3.721104601408673,0.0,1,0,3,4,2,1,1,3,4,3,2,0
532,32.0,3.842029633607611,0.0,0,1,1,3,4,3,3,2,2,3,4,0
533,22.0,4.127779338308338,0.0,1,0,0,4,4,5,5,5,5,4,4,1
534,55.0,4.672361435528415,0.0,0,1,5,5,5,5,4,5,4,4,5,0
535,65.0,4.280547465724028,0.0,0,1,3,4,5,1,1,3,2,3,5,0
536,39.0,4.217888748313555,0.0,0,0,1,4,5,4,5,5,5,4,5,0
537,48.0,3.825375198702474,0.0,1,1,4,4,5,5,5,5,2,5,5,1
538,25.0,2.631888840136646,0.6931471805599453,1,1,4,3,5,2,5,4,1,4,5,0
539,62.0,2.395164274287139,0.0,1,1,3,3,2,2,3,2,3,2,2,0
540,47.0,5.373795827723942,0.0,0,1,1,1,4,4,4,4,4,4,3,1
541,23.0,4.663910681010692,0.0,0,1,2,3,4,2,2,4,4,3,4,0
542,41.0,3.750914845033389,0.0,0,1,1,1,2,2,2,2,4,2,3,0
543,22.0,5.1672401029410935,0.0,0,1,1,3,2,1,5,3,1,3,2,0
544,28.0,3.9575698203841165,0.0,0,0,4,3,2,3,2,3,4,4,2,0
545,57.0,4.424487285862646,0.0,0,1,4,4,3,3,4,3,5,3,4,1
546,51.0,3.086486636822455,0.0,1,1,4,4,4,5,5,5,3,5,4,1
547,51.0,4.3410744233424525,0.0,1,1,2,2,5,2,2,1,1,2,2,0
548,47.0,3.3745111163996495,0.0,1,1,4,4,2,5,5,5,5,5,5,1
549,25.0,4.233961566558017,0.0,0,1,4,4,2,1,5,3,4,3,2,0
550,54.0,5.663966917951902,0.0,1,1,2,2,3,5,5,5,4,5,5,1
551,21.0,4.528181144459956,0.0,1,1,2,4,4,4,2,4,1,3,4,0
552,47.0,5.261082679937811,0.0,1,1,1,1,4,3,3,3,3,3,4,1
553,47.0,5.628484050605973,0.0,0,1,5,5,2,4,4,4,4,4,4,1
554,52.0,3.9078141606540915,0.0,1,1,1,1,4,2,2,2,4,2,4,1
555,26.0,4.306629370201435,0.0,0,0,0,1,5,4,3,4,4,4,5,1
556,33.0,5.371242496562593,0.0,0,1,5,5,4,3,5,4,5,4,4,1
557,26.0,4.495466920896128,0.0,0,1,4,4,4,3,4,4,3,4,4,1
558,43.9097214811653,4.702750514326955,0.0,0,1,2,4,1,4,2,4,2,3,1,0
559,53.0,5.323985113296614,0.0,1,1,1,1,4,5,5,5,3,5,3,1
560,44.0,4.121473229610353,0.0,0,1,5,2,3,5,5,4,3,5,3,0
561,53.0,5.94515879423147,0.0,0,1,3,3,2,3,3,3,5,3,3,1
562,27.0,3.7155213850603572,0.6931471805599453,0,1,5,3,1,5,5,5,3,4,1,0
563,43.9097214811653,4.851874001711314,0.6931471805599453,0,1,2,2,3,3,4,4,3,3,3,0
564,60.0,5.8981149441162914,0.0,1,1,2,2,4,4,4,4,5,4,5,1
565,43.9097214811653,4.972379448641723,0.0,0,1,5,5,1,2,5,3,3,4,1,0
566,30.0,4.97459352274899,0.0,1,0,1,3,2,3,4,4,3,4,2,0
567,26.0,4.1348465055314305,0.0,0,0,4,4,5,4,5,3,1,3,5,0
568,29.0,3.9718002094640066,0.0,1,0,2,1,4,3,3,4,5,4,4,0
569,48.0,5.0071626046172835,0.0,1,1,1,1,3,5,5,5,5,5,5,1
570,31.667574931880107,3.1599747169480397,0.0,0,0,2,5,1,3,2,5,5,4,1,1
571,38.0,3.65402917667819,0.0,0,0,1,2,2,2,1,3,3,3,2,0
572,25.0,3.4127965175055075,0.0,1,1,4,2,2,5,5,4,5,5,2,0
573,40.0,5.074360984976801,0.0,0,1,4,4,3,4,4,4,4,4,3,1
574,27.0,4.730745008896157,0.0,1,0,2,3,2,4,2,2,3,2,2,0
575,42.0,5.829092665621648,0.0,0,1,4,4,3,4,4,4,3,4,5,1
576,32.0,4.234541192715384,0.0,1,1,5,1,3,5,3,4,4,4,3,0
577,37.0,4.220095767527661,0.0,1,1,1,2,3,1,2,2,2,2,3,0
578,41.0,4.150094577326593,0.0,1,1,2,3,3,1,1,1,3,1,1,0
579,43.9097214811653,4.829433110570218,0.0,0,1,1,4,2,3,1,4,2,3,2,0
580,56.0,5.265225831547838,0.0,0,1,4,2,1,3,2,3,4,4,1,0
581,56.0,3.332204510175204,0.0,1,1,5,3,3,4,3,4,3,4,4,0
582,36.0,3.6216707044204863,0.0,0,1,2,2,1,4,4,3,3,4,1,1
583,33.0,4.607766811835357,0.0,1,1,5,5,5,5,2,5,5,4,5,1
584,22.0,4.368434681154414,0.0,1,0,0,4,2,2,3,4,5,3,2,1
585,43.9097214811653,3.7314599016490546,0.0,0,1,4,4,3,4,5,4,3,4,3,0
586,25.0,4.463606621666305,0.0,0,0,3,1,1,2,5,5,2,2,1,0
587,18.0,5.133914310256427,0.0,1,0,5,5,4,3,4,5,3,5,4,1
588,43.9097214811653,4.01764348729183,0.0,0,1,3,3,4,1,2,5,2,4,4,0
589,24.0,3.34533224882076,0.0,1,0,4,4,1,3,3,3,2,3,1,0
590,43.9097214811653,4.530985287798715,0.0,0,1,1,3,3,2,2,3,3,3,3,0
591,25.0,4.861671140956298,0.0,1,1,5,2,4,5,3,4,3,4,4,0
592,30.0,0.7466879474879753,0.0,1,0,0,2,5,5,3,3,3,5,5,0
593,59.0,3.675794214565281,0.0,0,1,4,4,5,5,5,5,1,5,4,1
594,42.0,4.0210567664522685,0.6931471805599453,1,1,5,3,3,1,3,1,5,1,3,0
595,29.0,3.76861442213279,0.6931471805599453,0,1,4,3,3,1,3,3,2,3,3,0
596,39.0,2.1210632163706555,0.0,1,1,4,4,4,5,1,1,3,3,4,1
597,30.0,3.422958873443668,0.0,0,1,3,3,3,3,5,1,1,3,3,0
598,33.0,5.573028174718653,0.0,0,1,2,2,4,2,3,4,1,2,4,1
599,65.0,5.258536496536192,0.0,1,1,3,3,4,3,2,3,3,3,3,0
600,50.0,5.5907257523639045,0.0,0,1,2,4,1,2,3,3,4,2,4,0
601,43.9097214811653,4.7736463359599925,0.6931471805599453,0,1,4,3,1,4,4,4,4,3,4,0
602,41.0,3.688129172723232,0.0,1,1,4,4,3,4,5,1,2,1,3,0
603,58.0,5.527920012922985,0.0,0,1,0,2,5,3,3,3,3,3,5,1
604,43.9097214811653,4.647750633523209,0.0,0,1,5,5,2,4,2,5,5,5,2,0
605,37.0,5.7720639820726065,0.0,0,1,3,3,4,3,4,3,3,3,5,1
606,29.0,4.877637092633392,1.0986122886681098,1,0,2,4,2,1,4,3,5,1,5,0
607,38.0,5.4860409726309864,0.0,0,1,3,3,2,5,5,5,4,5,3,1
608,36.0,5.804683059591934,0.0,1,1,2,2,3,4,4,4,3,4,5,1
609,30.0,4.5830268213024015,0.0,1,1,0,3,1,4,1,5,2,1,1,1
610,63.0,4.132121926556131,0.0,1,1,4,2,4,1,3,1,1,1,3,0
611,26.0,3.6283329542459026,0.0,1,0,3,5,3,4,4,3,5,4,3,0
612,53.0,4.95455864787585,0.0,0,1,3,3,5,3,3,3,4,3,1,0
613,39.0,3.74879794432518,0.0,0,0,1,4,2,2,4,3,4,4,2,0
614,59.0,4.206928922969246,0.0,1,1,1,1,2,4,4,4,3,4,3,1
615,41.0,4.601162164590552,0.6931471805599453,0,1,4,4,5,2,4,1,2,4,5,1
616,52.0,5.550359307904895,0.0,1,1,5,4,2,4,4,4,5,4,5,1
617,33.0,4.333886259345946,0.6931471805599453,0,1,4,2,2,3,5,5,4,4,2,0
618,63.0,3.202746442938317,0.0,1,0,2,3,2,5,3,5,4,4,2,0
619,44.0,4.208565706312124,0.0,1,1,1,1,4,5,5,5,1,5,1,1
620,25.0,1.8870696490323797,0.6931471805599453,0,0,2,3,4,3,4,4,1,3,4,0
621,23.0,5.900445148720813,0.0,0,1,2,2,2,1,1,3,4,4,2,0
622,46.0,3.027230940613362,0.0,1,1,2,2,5,2,2,2,4,2,2,0
623,60.0,5.796817340623391,0.6931471805599453,0,1,5,5,2,5,5,5,5,5,4,1
624,54.0,4.222151266709757,0.0,1,1,1,1,2,4,4,4,3,4,5,1
625,49.0,5.913935344598745,0.0,0,1,4,4,2,3,4,3,3,3,5,1
626,43.92341907824223,3.4531571205928664,0.0,1,1,5,2,4,4,5,4,3,4,4,0
627,26.0,4.207226719278773,0.0,0,0,5,3,2,3,4,4,4,4,2,1
628,59.0,5.050817083729088,0.0,1,1,1,5,5,4,5,4,3,4,4,1
629,25.0,2.4740142086215764,0.6931471805599453,1,0,0,5,5,3,3,5,5,4,5,0
630,26.0,4.624678652376135,0.0,1,0,4,4,5,4,3,1,4,4,5,0
631,47.0,5.1589978262986245,0.0,1,1,3,3,4,3,3,3,5,3,4,1
632,51.0,4.422568589986818,0.6931471805599453,0,1,3,4,5,1,3,3,3,4,5,0
633,20.0,3.702289141023854,0.0,1,0,4,2,5,5,2,5,5,4,5,1
634,27.0,4.686197024630465,0.0,0,0,1,4,4,2,5,3,3,3,4,0
635,36.0,5.610313931331246,0.0,1,1,1,2,1,2,4,3,2,2,1,0
636,20.0,4.062681881713259,0.0,0,0,0,3,3,3,3,4,3,4,3,1
637,69.0,4.21582445975981,0.0,1,1,3,3,3,2,3,2,1,2,2,0
638,38.0,4.339771321776768,0.0,0,0,1,3,3,2,2,3,3,2,3,0
639,51.0,3.089677886396519,0.0,1,1,4,4,1,4,4,4,3,4,1,1
