,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Satisfaction
765,3,3,4,1,1,2,1,2,4,1
766,1,1,2,5,5,4,3,5,3,1
767,4,4,5,4,5,4,3,4,3,1
768,4,4,1,5,5,5,5,5,1,1
769,1,1,4,1,5,5,2,1,4,1
771,5,5,2,3,2,3,2,4,2,0
772,5,5,4,1,1,1,1,5,4,0
773,0,4,4,2,3,3,5,2,5,0
774,1,1,3,4,4,4,2,3,3,0
776,3,4,2,5,2,5,4,5,3,0
777,1,1,4,3,4,3,2,5,4,1
779,4,4,3,5,5,5,5,5,5,1
780,3,3,2,5,5,5,1,5,5,1
781,2,2,4,4,4,3,4,4,4,1
783,1,3,2,3,2,4,3,4,2,1
784,0,4,5,4,0,4,2,4,4,0
785,4,4,2,2,2,4,2,2,2,0
786,3,3,4,4,3,4,1,5,4,1
787,5,3,2,4,2,5,4,4,2,0
788,4,4,5,5,5,5,3,5,3,1
789,4,4,5,5,3,5,5,4,5,1
790,5,1,3,4,3,4,4,4,4,0
791,5,5,5,5,5,5,5,5,3,1
792,5,4,2,4,1,4,4,4,4,0
793,5,2,5,3,5,4,4,4,5,0
794,4,5,3,5,3,5,4,5,3,0
795,5,3,5,3,3,5,3,5,5,1
796,5,4,3,4,3,4,3,4,3,0
797,3,3,1,2,1,4,3,3,1,0
799,5,5,3,4,3,4,4,4,4,0
800,5,5,5,5,5,5,5,5,5,1
801,2,2,2,4,4,4,3,4,3,1
802,0,2,2,2,2,2,5,2,4,1
803,4,1,5,3,2,4,5,4,5,0
804,4,4,5,1,1,1,3,1,1,0
805,5,5,2,2,1,2,2,2,4,0
807,2,2,3,4,4,4,3,4,4,1
811,5,3,3,4,5,5,4,5,3,1
813,1,1,2,4,4,4,3,3,2,0
815,2,2,2,1,1,1,4,1,1,0
816,4,1,4,5,5,3,4,5,4,0
819,2,2,3,4,5,4,4,4,4,1
820,5,3,2,5,2,5,4,5,2,0
821,2,2,2,3,4,3,3,3,5,1
822,3,3,5,4,4,4,5,4,3,1
823,2,3,3,1,4,3,3,4,3,0
824,5,4,5,5,3,4,5,4,5,0
825,2,2,3,5,5,5,1,5,5,1
827,5,3,4,4,3,4,3,5,4,1
828,4,3,4,5,3,5,4,5,4,0
829,3,3,4,4,4,4,5,4,5,1
831,2,2,5,5,4,2,2,2,5,1
834,3,4,2,2,5,3,3,3,2,0
835,4,5,4,5,2,4,5,5,4,0
837,1,1,4,4,4,4,4,4,3,1
838,4,3,2,5,4,4,4,5,2,1
839,1,1,4,5,5,5,4,5,4,1
840,2,4,4,2,4,2,3,3,4,1
841,3,1,2,1,4,2,1,5,2,0
842,5,5,3,3,4,3,4,3,4,1
843,1,1,5,4,4,5,4,5,5,1
844,3,3,4,4,4,4,2,4,3,1
845,5,5,1,5,5,5,4,5,4,1
846,3,5,3,5,5,5,4,5,3,1
849,1,3,5,2,2,2,5,2,3,1
850,5,5,4,4,4,4,3,4,3,1
852,2,2,5,5,5,5,3,5,3,1
853,2,3,3,1,3,1,3,1,1,0
854,1,3,1,1,5,2,1,2,1,0
856,1,1,2,4,2,4,1,4,2,0
858,4,3,5,3,3,4,5,4,5,0
860,4,1,3,5,2,4,5,5,3,0
862,4,1,2,4,5,5,5,4,2,0
863,5,3,3,5,4,4,5,4,3,0
864,5,3,3,3,2,5,4,5,3,0
865,3,3,4,4,4,4,4,3,4,1
869,5,4,5,2,1,4,2,2,5,0
870,4,5,5,3,4,4,5,5,5,1
871,5,5,3,4,1,2,1,1,3,1
872,1,4,2,5,4,5,2,5,2,0
873,3,3,3,1,5,4,1,4,3,1
874,5,5,5,5,5,5,3,5,1,1
875,3,3,5,5,5,5,4,5,3,1
876,1,3,1,1,5,2,1,2,1,0
877,4,3,3,2,2,2,5,2,2,1
879,4,1,3,4,4,4,5,4,3,0
880,2,3,2,3,5,2,1,4,2,0
881,5,4,3,4,2,5,4,5,3,0
882,5,1,1,4,5,5,5,4,1,0
885,5,5,3,3,3,3,2,3,4,0
886,4,4,5,2,2,2,1,2,2,0
887,3,3,2,4,4,4,3,4,4,1
889,4,5,2,5,4,5,5,4,2,0
890,5,5,4,1,4,4,4,1,4,1
891,3,3,2,2,2,1,1,2,1,0
892,3,3,3,3,3,3,4,3,1,0
893,5,5,5,5,3,5,3,5,5,1
894,1,1,5,2,1,3,5,4,5,1
897,4,4,1,5,5,5,5,5,3,1
899,3,3,1,2,2,2,4,2,3,1
900,4,3,4,3,3,3,2,4,4,0
901,2,2,3,2,3,2,4,2,4,0
902,1,1,4,4,4,4,3,4,3,1
903,4,1,5,4,3,4,4,5,5,0
904,2,2,1,4,4,4,5,4,2,1
905,2,3,5,2,2,2,3,2,4,0
906,4,3,1,3,5,4,5,4,1,1
907,5,3,4,4,3,5,4,5,4,0
908,5,5,3,4,3,4,3,2,3,0
909,3,4,1,2,4,5,1,2,1,0
910,5,2,5,3,2,4,3,5,5,0
912,3,3,4,4,5,4,3,4,4,1
913,4,2,1,2,3,1,1,5,1,0
914,1,1,4,3,4,3,2,3,4,0
916,0,2,1,3,1,4,2,5,1,0
917,4,4,3,2,5,3,3,4,3,0
918,1,1,3,4,5,4,2,4,5,1
919,5,5,2,1,3,3,4,3,2,0
920,5,3,3,5,1,5,4,5,5,0
921,1,1,1,4,3,4,2,4,1,0
922,5,4,4,3,3,4,4,5,4,0
923,1,1,2,4,4,4,4,4,3,0
924,3,3,3,2,3,4,1,3,3,0
925,2,2,3,2,1,4,1,4,3,0
926,4,3,4,3,4,4,4,4,4,0
927,5,5,3,1,3,2,2,2,3,1
928,5,5,2,3,3,3,4,3,2,0
929,4,4,4,3,2,3,2,2,4,1
930,4,4,2,3,4,3,2,3,3,1
931,2,3,2,3,2,3,3,3,2,0
932,3,3,2,3,3,3,5,3,5,1
933,5,3,5,3,4,3,2,2,5,1
934,0,4,1,4,3,4,4,3,1,0
935,3,3,4,3,3,3,4,3,4,0
937,5,3,1,5,4,4,4,5,1,0
938,5,2,1,5,4,4,3,5,1,0
939,4,2,3,5,5,5,4,5,3,1
940,4,4,3,3,1,1,3,5,3,0
941,5,4,2,3,2,4,5,4,2,0
943,4,4,1,3,5,3,2,4,1,0
945,5,5,4,4,2,2,3,1,4,1
946,2,3,3,2,1,4,4,4,3,1
947,4,4,5,4,2,5,4,5,5,1
948,0,4,3,1,1,1,4,1,3,1
950,5,5,3,5,5,5,1,5,3,1
951,2,2,2,2,2,3,2,2,2,0
952,0,4,2,3,4,3,3,3,4,1
953,5,5,1,2,2,2,5,2,5,1
954,4,2,1,5,2,4,5,5,1,0
955,5,1,3,5,3,5,1,5,2,0
956,1,1,1,5,5,5,5,5,1,1
957,5,2,5,5,2,4,5,4,5,0
958,5,2,1,4,4,4,1,4,1,1
959,3,3,4,5,5,5,5,5,5,1
960,3,4,3,1,1,4,3,4,3,0
961,5,2,1,5,3,5,4,5,4,0
964,5,5,1,4,5,4,3,5,3,0
967,2,2,1,4,3,1,3,2,1,0
968,5,5,3,1,5,4,2,4,3,0
969,4,4,1,3,1,4,1,3,1,0
972,1,1,5,3,3,3,4,3,1,0
973,1,1,5,4,4,4,3,4,4,1
974,1,1,4,2,3,4,4,4,4,0
975,4,4,4,5,5,1,5,3,4,1
976,4,4,4,3,5,4,5,5,4,1
977,4,4,3,3,2,4,5,5,3,1
978,3,3,5,5,5,5,4,5,4,1
979,1,1,3,5,5,5,5,5,5,1
980,4,4,3,4,1,4,4,4,3,0
981,3,3,2,2,2,3,3,5,2,1
982,5,4,1,3,5,4,4,5,1,0
983,4,4,2,4,4,3,1,4,2,1
984,2,4,2,2,1,4,2,4,2,0
985,4,4,4,4,4,4,4,4,5,1
987,4,4,1,4,4,1,2,4,3,0
988,4,4,3,3,1,5,4,3,5,0
989,5,3,2,2,2,2,4,2,3,0
990,5,3,1,1,4,1,2,2,1,0
991,5,5,2,2,1,3,2,2,2,0
993,5,4,1,4,5,1,5,1,1,0
995,0,3,2,4,4,4,5,4,3,1
997,4,4,2,1,1,3,2,1,3,0
998,3,4,5,3,3,3,3,3,5,1
1000,3,3,2,1,1,1,4,2,2,0
1001,2,4,2,2,2,2,5,2,3,1
1002,5,5,4,3,3,3,1,3,2,0
1003,1,4,1,2,4,4,1,2,1,0
1004,3,3,5,3,3,3,5,3,5,1
1005,4,4,4,4,4,4,5,4,4,1
1006,1,1,3,4,4,4,5,4,5,1
1007,1,1,3,2,1,4,1,3,3,0
1008,5,2,2,4,3,4,3,4,3,0
1009,2,2,3,5,5,5,3,5,4,1
1010,3,3,3,1,1,3,1,4,3,0
1011,5,5,2,5,5,4,4,5,4,1
1012,4,4,3,2,2,2,4,2,1,0
1013,0,1,3,4,3,4,5,4,1,0
1014,1,1,4,5,5,5,4,5,3,1
1016,1,4,3,3,1,2,4,3,3,0
1017,5,5,5,3,4,5,3,5,5,1
1018,2,2,4,5,5,5,4,5,5,1
1019,1,1,4,5,5,5,5,5,5,1
1020,3,3,1,4,3,2,2,1,1,0
1021,4,3,5,1,2,4,4,4,5,0
1022,4,1,1,5,5,4,4,4,1,0
1024,2,2,2,2,3,2,2,2,3,0
1026,5,5,2,1,3,4,1,2,2,0
1027,4,4,4,5,3,4,5,4,4,0
1028,1,1,1,1,4,4,1,4,1,0
1030,5,3,4,3,1,5,3,3,4,0
1031,4,3,2,3,3,4,4,4,2,0
1032,4,4,1,5,4,2,2,5,2,0
1033,5,3,4,3,5,2,3,5,4,0
1035,1,1,2,1,2,2,1,2,2,0
1036,4,4,1,5,2,5,4,4,1,0
1038,5,5,4,4,4,4,4,4,5,1
1040,5,5,5,2,2,2,3,2,1,0
1041,4,2,4,3,5,5,5,5,4,0
1042,3,3,4,5,5,5,4,5,5,1
1043,4,4,4,4,5,5,5,4,4,0
1044,1,1,5,5,2,2,2,3,5,1
1046,2,2,5,5,5,5,4,5,5,1
1047,3,3,3,3,2,3,1,3,4,0
1048,1,4,3,4,4,5,4,4,4,1
1049,4,3,5,5,2,4,5,4,5,0
1050,4,2,3,3,3,4,5,5,3,0
1051,3,3,3,3,3,3,5,3,4,1
1052,1,1,4,4,2,5,3,5,4,1
1053,2,2,4,2,2,2,2,2,2,0
1054,4,4,2,2,2,2,2,2,2,0
1055,4,1,3,5,2,5,3,4,3,0
1056,2,2,5,2,2,2,2,2,3,0
1057,4,4,5,5,1,5,3,5,3,0
1058,4,4,5,2,2,2,3,2,3,0
1059,4,4,2,4,4,4,5,4,5,1
1060,4,4,2,3,3,3,2,3,2,0
1061,1,1,4,5,5,4,4,5,4,1
1062,3,2,1,1,1,5,5,1,1,0
1063,2,3,4,3,3,3,1,4,1,0
1064,5,5,2,3,3,3,4,3,4,0
1065,4,4,1,5,5,5,5,5,3,1
1066,4,4,2,3,4,3,2,3,2,0
1067,5,5,2,3,2,3,3,3,2,0
1068,4,4,4,1,5,5,3,1,4,1
1069,4,4,3,2,2,2,5,2,4,1
1070,3,4,5,4,1,4,2,3,5,1
1071,5,5,5,5,4,5,5,4,5,1
1072,2,2,5,2,3,3,2,2,5,0
1073,5,5,4,2,2,2,1,2,3,0
1074,1,4,4,1,3,4,3,3,4,0
1075,2,2,3,1,1,4,2,4,3,0
1076,3,3,5,4,1,2,3,1,5,1
1077,5,1,2,5,4,5,4,4,2,0
1078,5,2,2,3,3,5,3,5,2,0
1079,5,5,5,4,3,2,1,3,5,1
1080,5,5,2,5,4,5,5,5,5,1
1081,1,4,1,1,4,3,4,3,1,1
1082,1,1,1,1,3,3,1,3,1,0
1083,4,4,3,3,5,5,3,4,3,0
1084,4,4,5,5,2,4,5,1,5,1
1086,4,4,5,4,4,4,4,4,3,1
1087,1,1,4,4,4,4,4,4,4,1
1089,5,3,3,5,1,5,2,5,4,0
1090,4,3,2,1,4,4,1,4,2,0
1091,5,5,1,4,4,3,2,2,2,0
1092,3,4,1,5,3,5,5,5,5,0
1093,4,4,4,3,1,3,4,5,4,1
1095,3,3,2,4,2,4,5,5,2,1
1097,5,3,5,4,1,1,3,5,5,0
1098,1,1,2,2,2,2,2,2,2,0
1099,4,3,5,3,4,3,2,3,5,0
1100,4,4,3,3,3,3,4,3,4,0
1102,5,5,2,1,1,2,2,3,2,0
1103,3,3,5,5,5,5,4,5,4,1
1104,4,2,5,3,4,4,3,5,5,0
1105,1,1,3,2,5,4,3,3,3,0
1106,5,5,1,5,5,4,4,5,2,1
1108,5,3,3,3,3,5,3,5,3,0
1111,4,4,4,3,3,3,1,3,1,0
1112,1,1,5,5,4,4,4,4,5,1
1113,4,1,2,5,3,1,2,5,5,0
1115,1,1,3,3,3,3,1,3,5,1
1117,4,5,4,4,4,4,3,4,5,1
1118,5,2,4,3,5,5,4,5,4,1
1119,4,4,1,4,3,3,1,4,1,0
1120,5,5,4,3,3,3,4,3,1,0
1121,5,5,4,5,5,5,4,5,5,1
1122,5,1,0,5,4,5,3,5,3,1
1123,1,1,5,3,3,3,2,3,3,0
1125,1,1,4,5,4,4,5,5,4,1
1126,3,3,4,3,3,3,5,3,5,1
1127,2,2,1,2,5,1,3,2,1,0
1128,3,3,2,4,4,4,5,4,4,1
1129,4,4,5,3,5,3,3,4,5,0
1131,4,3,2,3,1,2,2,3,2,0
1132,2,2,5,3,3,3,2,3,3,0
1133,4,4,4,5,5,5,4,5,5,1
1134,1,3,1,1,4,3,1,3,1,0
1135,4,3,1,5,5,4,3,4,1,0
1136,2,2,4,1,3,3,3,4,4,1
1139,1,1,5,1,1,1,1,1,4,0
1142,1,1,2,5,4,4,5,4,2,1
1143,4,3,3,4,4,4,5,5,3,0
1144,5,4,3,4,2,2,5,4,3,0
1145,3,3,3,4,5,4,4,4,4,1
1146,3,3,4,5,5,5,3,5,3,1
1147,1,1,4,5,2,5,3,4,4,1
1149,4,1,2,5,2,5,5,5,4,0
1150,3,3,2,5,5,5,4,5,3,1
1151,0,5,2,2,2,2,4,2,4,1
1152,2,2,5,3,3,4,4,4,5,1
1153,2,2,4,1,4,3,3,5,4,1
1155,2,2,2,4,4,4,5,4,5,1
1156,5,1,2,2,3,3,2,4,2,0
1157,5,5,4,2,1,4,2,3,4,0
1158,3,4,2,1,4,3,1,3,2,0
1159,2,2,4,2,4,5,4,5,4,1
1160,1,4,1,3,1,2,4,3,1,0
1164,3,3,1,2,4,3,4,4,1,0
1167,3,3,2,5,5,3,4,5,3,1
1169,2,2,1,4,4,4,3,4,1,1
1170,1,1,3,4,2,4,4,3,3,0
1171,4,4,4,4,4,4,3,4,2,1
1172,4,3,4,3,3,5,3,2,4,1
1173,2,2,4,2,2,2,2,2,2,0
1174,5,5,2,3,2,3,4,3,5,0
1176,4,2,1,5,4,4,4,4,1,0
1177,4,5,2,3,5,5,4,4,2,0
1178,5,5,4,3,3,5,3,4,4,1
1179,1,2,3,4,1,2,4,2,3,1
1180,2,3,1,3,3,3,3,4,1,0
1181,5,5,4,4,5,4,4,4,4,1
1182,5,5,1,4,3,3,2,1,1,0
1184,2,2,5,4,4,4,3,4,4,1
1185,1,1,4,2,3,2,4,2,4,0
1186,3,3,5,5,2,5,3,5,4,0
1187,2,2,4,3,4,4,3,4,4,1
1188,5,5,4,4,4,4,2,4,5,1
1189,5,5,4,4,2,2,2,2,4,0
1190,2,2,2,5,5,5,3,5,1,1
1192,4,4,3,2,0,5,3,2,5,0
1193,3,3,4,4,4,4,5,4,5,1
1194,5,2,4,5,4,5,5,5,4,0
1195,1,1,5,4,4,4,5,4,3,1
1196,0,5,5,5,5,4,3,5,5,0
1197,2,2,1,2,1,2,2,2,4,0
1198,4,1,5,4,5,5,3,3,3,1
1199,3,5,3,5,5,5,4,2,3,0
1200,1,1,3,3,3,4,4,4,3,0
1202,1,1,4,2,3,1,1,4,4,1
1204,1,1,5,5,4,4,4,5,5,1
1205,1,1,5,3,2,1,1,5,5,1
1206,5,4,1,2,2,5,1,3,1,0
1208,2,2,5,4,4,4,4,4,3,1
1209,1,1,4,3,2,4,5,4,4,1
1210,2,3,2,4,4,2,2,3,2,0
1212,3,3,3,5,5,5,5,5,3,1
1213,3,3,3,5,5,5,4,5,4,1
1214,5,5,3,4,4,4,4,4,3,1
1215,2,4,5,2,2,2,3,2,1,0
1216,2,2,2,2,1,2,1,2,2,0
1219,0,1,5,3,3,5,3,4,5,0
1220,4,4,4,3,3,1,2,5,4,1
1221,5,3,5,5,4,5,4,4,5,0
1223,5,2,4,5,3,5,4,5,4,0
1224,4,1,2,2,2,3,2,2,2,0
1227,1,1,2,3,3,3,4,3,1,1
1229,0,1,2,3,3,3,5,3,3,0
1230,4,4,5,5,4,5,4,5,4,1
1231,4,4,4,5,4,5,1,5,1,0
1232,5,5,4,5,5,5,5,5,4,1
1233,5,5,4,2,4,3,4,4,4,0
1234,4,3,2,3,2,5,5,5,2,0
1235,3,3,3,1,4,4,1,3,3,0
1236,5,3,5,5,2,5,3,4,5,0
1237,5,5,2,5,3,5,3,4,2,0
1238,3,3,3,4,4,4,4,4,3,1
1239,2,2,3,1,2,3,3,3,3,0
1240,4,4,5,2,2,2,4,2,1,0
1241,4,2,5,1,2,1,4,1,3,0
1242,1,1,4,4,3,5,3,5,4,1
1243,1,1,1,4,4,4,2,4,2,1
1244,5,3,5,5,2,3,5,4,5,1
1245,5,5,3,1,2,5,4,2,3,0
1246,5,1,2,4,5,4,5,5,2,0
1248,4,4,5,4,4,4,5,4,4,1
1249,3,3,4,5,1,2,3,2,4,1
1252,5,4,4,5,3,5,4,5,4,0
1253,1,1,3,5,5,5,3,5,5,1
1255,4,3,5,5,4,5,5,5,5,0
1256,2,3,5,4,3,2,1,3,5,0
1257,5,5,5,5,5,5,4,5,5,1
1258,5,3,1,4,3,4,4,5,1,0
1259,1,4,5,3,2,3,3,3,4,0
1260,4,4,2,1,4,1,3,1,5,0
1261,2,2,2,2,2,2,3,2,3,0
1263,5,2,3,2,3,2,3,2,4,0
1264,5,4,3,4,4,4,3,4,5,1
1265,1,1,2,5,5,5,4,5,3,1
1267,1,1,2,4,4,4,5,4,5,1
1268,5,5,4,5,4,5,2,5,2,1
1269,4,4,3,3,4,1,3,3,3,0
1271,3,3,4,5,5,5,4,5,5,1
1272,1,3,4,4,1,3,4,3,4,0
1273,4,4,3,5,4,5,3,5,4,1
1274,1,1,5,3,3,3,4,3,3,0
1275,2,4,5,4,4,5,4,4,5,1
1276,4,1,1,3,4,4,4,4,1,0
1277,1,1,3,4,4,4,1,4,5,1
1278,4,4,2,5,4,5,3,4,2,0
1279,3,3,1,2,2,2,3,2,2,0
1280,2,2,3,5,5,5,2,5,3,1
1281,5,5,2,3,3,3,3,3,5,1
1282,5,2,1,2,2,2,4,2,3,0
1283,0,4,3,2,1,3,4,4,3,0
1284,5,5,4,4,2,1,4,4,3,0
1286,5,5,1,2,2,2,1,2,4,0
1287,1,1,3,3,3,3,1,3,3,0
1288,5,4,1,1,1,2,2,1,1,0
1291,1,1,2,2,5,3,1,4,2,0
1292,1,3,4,1,4,1,2,1,3,0
1294,5,5,4,4,4,4,5,4,1,1
1295,4,4,3,5,5,5,3,5,3,1
1296,3,3,2,2,2,2,3,2,4,0
1297,3,3,4,1,2,1,3,1,5,1
1298,3,3,5,3,3,5,3,5,5,1
1300,5,3,5,3,2,5,3,5,5,0
1302,5,1,3,4,5,5,4,5,3,0
1303,3,3,5,4,4,4,5,4,5,1
1304,1,1,4,5,5,5,5,5,3,1
1305,5,3,4,3,4,1,4,1,4,1
1306,2,4,5,1,4,4,2,2,2,1
1307,3,3,3,2,3,3,2,3,3,0
1308,1,1,5,4,4,4,3,4,4,1
1310,2,2,2,5,4,5,4,5,4,1
1311,1,1,3,5,5,5,3,5,4,1
1312,5,5,1,1,5,4,1,4,1,1
1313,2,4,5,1,5,3,1,3,5,0
1314,5,3,2,4,3,5,5,4,2,0
1315,4,1,3,4,3,4,5,4,3,0
1316,1,3,1,1,3,1,2,1,2,0
1317,2,2,1,3,5,3,5,3,2,1
1318,5,5,4,1,5,1,5,2,4,1
1319,2,2,5,5,5,5,5,5,5,1
1320,5,4,4,4,3,1,3,4,4,0
1321,3,4,4,3,4,3,4,3,1,0
1323,3,3,3,2,2,2,2,2,3,0
1325,5,5,1,4,4,4,5,4,4,1
1326,2,2,5,4,4,4,3,4,3,1
1327,3,3,2,4,4,4,4,4,4,1
1329,2,2,2,2,3,2,2,2,4,0
1331,4,3,4,3,1,5,5,3,4,0
1334,3,3,3,3,3,3,1,3,1,0
1335,2,2,3,4,4,4,5,4,4,1
1336,2,2,4,3,4,4,3,5,4,1
1337,0,4,5,2,2,2,1,2,2,1
1338,4,4,1,3,4,5,5,4,1,0
1339,5,4,5,5,5,3,4,5,3,1
1342,2,2,5,4,4,4,1,4,4,0
1344,1,1,5,5,5,5,3,5,5,1
1345,3,3,5,2,3,4,2,1,5,0
1347,5,5,1,3,5,4,4,3,1,0
1348,4,4,4,4,4,4,3,4,3,1
1349,1,1,4,4,4,4,3,4,2,0
1350,1,1,5,5,1,2,1,2,5,1
1351,1,4,3,4,1,4,2,4,2,0
1352,2,2,5,2,2,2,3,2,4,1
1354,1,1,5,2,4,3,5,3,5,1
1355,3,3,4,2,2,2,4,2,3,1
1357,3,3,4,3,1,1,1,1,4,1
1358,4,4,1,4,2,2,4,3,1,0
1360,1,1,2,4,4,4,4,4,3,1
1361,5,3,1,4,2,5,3,4,1,0
1362,4,2,3,2,1,2,3,2,5,0
1363,4,2,3,5,4,5,4,5,3,0
1364,1,1,2,2,4,4,2,1,2,0
1365,3,3,4,1,1,1,3,1,1,0
1366,1,1,4,5,5,4,3,5,3,1
1368,0,1,3,4,5,4,3,4,3,0
1369,3,3,2,4,4,4,5,4,2,1
1370,5,5,4,5,5,5,3,5,3,1
1371,3,3,1,1,4,4,4,3,1,0
1373,5,1,4,5,2,4,5,5,4,0
1375,4,1,3,3,2,3,3,3,5,0
1376,2,4,5,4,2,4,2,4,5,1
1377,3,3,4,1,4,4,1,4,4,0
1378,2,2,3,5,5,5,4,5,5,1
1379,2,2,3,4,4,4,3,4,4,1
1380,4,4,3,3,3,3,2,3,1,0
1381,4,4,1,4,3,5,3,4,3,0
1382,2,2,4,4,4,4,5,4,4,1
1383,4,4,1,4,1,4,2,4,1,0
1384,1,1,4,4,5,4,5,5,4,1
1386,4,1,2,2,3,5,2,1,2,0
1387,4,3,3,3,3,5,3,4,3,0
1388,2,4,1,1,3,4,4,4,1,0
1389,1,1,3,5,5,5,5,5,4,1
1390,5,4,1,3,2,3,1,3,1,0
1391,2,2,1,4,4,3,3,4,3,0
1392,1,3,3,3,3,4,3,4,3,0
1393,1,1,1,3,3,3,3,3,1,0
1394,1,1,4,1,4,4,2,3,4,0
1395,1,3,1,1,1,1,2,1,2,0
1396,2,2,3,3,3,3,1,3,1,0
1397,1,3,3,2,4,2,1,2,4,0
1399,2,2,3,2,3,2,2,2,3,0
1400,4,4,3,5,5,5,4,5,4,1
1401,5,3,0,3,4,3,5,1,5,0
1403,5,4,5,4,3,3,3,4,3,0
1404,3,3,2,5,3,2,4,5,2,0
1405,5,4,1,5,2,3,4,4,1,0
1407,5,5,4,4,4,4,2,4,5,1
1408,4,3,4,3,5,4,3,4,4,0
1409,5,5,2,4,4,4,4,4,3,1
1410,5,1,4,3,3,4,3,4,4,0
1411,2,2,4,4,2,5,3,5,4,1
1412,3,4,3,3,3,3,2,3,3,0
1413,5,5,2,5,5,5,3,5,5,1
1414,2,2,1,5,5,5,4,5,5,1
1415,4,4,3,1,1,1,4,1,3,0
1417,4,4,3,3,4,4,4,4,3,0
1419,4,4,2,2,2,2,3,2,5,1
1420,5,5,4,3,5,4,1,3,4,0
1421,1,3,2,2,2,3,1,3,2,0
1422,4,4,2,1,2,1,3,1,5,0
1423,1,1,4,1,2,4,2,3,4,0
1424,5,5,3,4,4,4,4,4,4,1
1425,4,4,4,4,3,5,4,5,4,1
1429,1,1,3,2,2,2,3,2,2,1
1430,5,5,2,1,4,3,1,3,2,0
1432,4,1,4,3,5,4,4,3,4,1
1433,5,5,4,4,4,3,3,2,4,1
1435,3,3,5,3,3,3,4,3,4,0
1437,3,3,3,4,2,3,4,3,3,0
1438,4,4,4,2,3,4,4,4,4,0
1440,5,5,3,2,2,2,2,2,3,0
1441,5,1,5,2,4,2,3,2,5,0
1443,3,3,3,4,4,4,5,4,3,1
1444,3,3,5,5,3,4,4,4,5,1
1445,3,3,3,4,4,3,4,4,3,0
1447,4,3,3,1,1,3,3,4,3,0
1449,4,1,5,3,3,3,3,3,4,1
1450,4,4,1,4,4,4,2,4,2,0
1451,5,1,3,5,5,4,5,4,3,0
1452,2,3,4,4,5,3,4,4,4,0
1454,3,3,5,4,2,4,5,5,5,1
1455,1,2,5,3,3,2,1,2,5,0
1456,3,3,2,5,5,5,4,5,4,1
1457,5,2,5,3,3,3,3,3,4,0
1458,5,4,3,4,5,4,5,1,3,0
1459,4,3,5,2,5,5,5,2,5,0
1460,5,2,4,4,3,4,5,4,2,0
1461,0,5,1,3,2,5,3,5,1,0
1462,5,5,4,3,2,5,3,4,4,1
1463,2,2,5,5,5,5,5,5,4,1
1464,4,4,4,5,2,2,2,1,4,1
1465,1,1,1,3,2,3,2,3,3,0
1466,1,1,4,4,4,4,3,4,5,1
1467,4,4,2,2,1,2,4,2,2,0
1469,4,4,3,4,4,4,3,4,3,1
1470,3,3,1,1,1,4,3,4,1,0
1471,5,4,3,5,2,5,5,5,3,0
1472,5,5,3,4,5,4,3,4,4,1
1474,5,5,5,5,5,5,4,5,4,1
1475,2,2,4,2,4,4,3,4,4,0
1477,2,2,2,3,4,4,2,1,2,0
1479,2,2,4,5,5,5,5,5,3,1
1480,5,5,5,5,5,5,3,5,2,1
1481,1,1,2,5,5,4,2,5,4,1
1482,0,1,3,1,4,5,5,5,3,0
1484,3,3,2,3,3,4,2,4,2,0
1485,1,1,3,3,4,4,5,4,3,1
1486,5,3,2,4,4,2,5,4,4,1
1487,2,2,4,5,5,3,5,1,4,1
1488,2,5,4,5,5,5,3,5,5,1
1489,5,1,5,4,4,4,3,4,5,0
1492,4,4,3,4,4,4,5,4,5,1
1493,1,1,1,2,2,2,2,2,4,0
1494,3,3,4,5,5,5,3,5,5,1
1495,4,4,2,2,4,4,1,3,2,0
1496,4,3,3,4,3,4,4,4,5,0
1497,4,4,1,5,5,5,5,5,4,1
1498,4,1,5,3,5,5,4,4,5,0
1499,1,1,3,5,5,5,3,5,5,1
1500,5,1,1,4,4,4,4,5,1,0
1501,1,1,4,2,3,2,3,2,4,0
1502,5,5,3,2,5,4,1,4,3,0
1503,2,2,1,3,3,3,3,3,2,1
1504,2,3,5,3,2,3,2,3,5,0
1506,1,1,4,5,5,5,5,5,2,1
1507,1,1,5,4,4,5,4,5,5,1
1508,3,3,4,2,2,2,5,2,5,1
1509,1,1,5,5,2,3,3,5,5,1
1510,4,4,1,5,5,5,3,5,2,1
1511,4,3,1,4,2,5,3,4,1,0
1512,1,3,4,2,3,3,3,2,4,0
1513,5,3,4,5,2,4,3,5,4,1
1514,2,2,5,3,3,3,3,3,5,1
1515,4,1,2,3,5,5,2,2,2,0
1516,1,1,3,4,3,4,5,4,3,1
1517,5,5,2,4,4,2,1,4,4,0
1518,0,1,4,5,4,4,3,5,4,0
1519,5,3,2,1,2,1,3,1,4,0
1520,4,3,1,1,1,1,1,4,1,0
1522,5,5,3,1,4,1,5,1,3,1
1523,1,1,3,5,5,5,4,5,4,1
1526,1,1,1,4,2,2,2,1,1,0
1528,4,4,5,5,5,5,5,5,1,1
1530,1,1,3,4,4,4,4,4,4,1
1531,4,3,4,2,1,2,2,2,1,0
1532,2,2,2,2,5,4,2,3,2,0
1533,3,3,2,5,5,5,4,5,5,1
